disease_1,disease_2,semantic_similarity
Colorectal adenocarcinoma,Epithelial ovarian carcinoma,0
Colorectal adenocarcinoma,Herpes simplex keratitis,0
Colorectal adenocarcinoma,Dysregulated immunity,0
Colorectal adenocarcinoma,Pre-eclampsia,0.028013277
Colorectal adenocarcinoma,Chronic obstructive pulmonary disease,0.028013277
Colorectal adenocarcinoma,Lung adenocarcinoma,0.133086931
Colorectal adenocarcinoma,T-cell acute lymphoblastic leukemia,0.098097872
Colorectal adenocarcinoma,Chronic myeloid leukemia,0.133086931
Colorectal adenocarcinoma,Ovarian clear cell carcinoma,0.098097872
Colorectal adenocarcinoma,Primary breast cancer,0.271481054
Colorectal adenocarcinoma,Wilms tumor,0.206873557
Colorectal adenocarcinoma,Colon and rectal adenocarcinoma,0.842271159
Colorectal adenocarcinoma,Uveal melanoma,0.133086931
Colorectal adenocarcinoma,Hypopharyngeal cancer,0.32354693
Colorectal adenocarcinoma,Cardiac hypertrophy,0
Colorectal adenocarcinoma,Hepatic carcinoma,0
Colorectal adenocarcinoma,Cancer,0.454209032
Colorectal adenocarcinoma,Tuberculosis,0.049857993
Colorectal adenocarcinoma,Prader-willi syndrome,0.069898901
Colorectal adenocarcinoma,Acute promyelocytic leukemia,0.112414826
Colorectal adenocarcinoma,Heart failure,0.049857993
Colorectal adenocarcinoma,Uterine leiomyoma,0.053628691
Colorectal adenocarcinoma,Adenocarcinoma,0.164303377
Colorectal adenocarcinoma,Lung carcinoma,0.206873557
Colorectal adenocarcinoma,Head and neck squamous cell carcinoma,0.206873557
Colorectal adenocarcinoma,Psoriatic arthritis,0.101626678
Colorectal adenocarcinoma,B-cell lymphoma,0.133086931
Colorectal adenocarcinoma,Prostate carcinoma,0.163074998
Colorectal adenocarcinoma,Prostatic neoplasms,0
Colorectal adenocarcinoma,Malignant glioma,0.222834703
Colorectal adenocarcinoma,Epstein-barr virus infections,0
Colorectal adenocarcinoma,Stomach cancer,0.424592019
Colorectal adenocarcinoma,Urinary bladder cancer,0.271481054
Colorectal adenocarcinoma,Colon carcinoma,0.580614852
Colorectal adenocarcinoma,Gallbladder cancer,0.32354693
Colorectal adenocarcinoma,Liposarcoma,0.163074998
Colorectal adenocarcinoma,Meningioma,0.206873557
Colorectal adenocarcinoma,Uterine cervical neoplasm,0.206873557
Colorectal adenocarcinoma,Renal carcinoma,0.206873557
Colorectal adenocarcinoma,Lung small cell carcinoma,0.163074998
Colorectal adenocarcinoma,Mouth neoplasms,0.424592019
Colorectal adenocarcinoma,Lymphosarcoma,0
Colorectal adenocarcinoma,Breast neoplasms,0
Gastric cancer,Gastric cancer,0
Gastric cancer,Pancreatic adenocarcinoma,0.304051121
Gastric cancer,Liver fibrosis,0.082191781
Gastric cancer,Hepatocellular carcinoma,0.475531084
Gastric cancer,Osteoarthritis,0.041172339
Gastric cancer,Multiple myeloma,0.271481054
Gastric cancer,Prostate cancer,0.351665478
Gastric cancer,Osteosarcoma,0.304051121
Gastric cancer,Colorectal carcinoma,0.316582915
Gastric cancer,Muscle-invasive bladder cancer,0.421998728
Gastric cancer,Parkinson disease,0.047619921
Gastric cancer,Breast cancer,0.421998728
Gastric cancer,Pancreatic cancer,0.421998728
Gastric cancer,Colon cancer,0.424592019
Gastric cancer,Laryngeal cancer,0.351665478
Gastric cancer,Laryngeal squamous cell carcinoma,0.304051121
Gastric cancer,Glioblastoma,0.21283189
Gastric cancer,Glioma,0.319248128
Gastric cancer,Pancreatic ductal adenocarcinoma,0.271481054
Gastric cancer,Liver cancer,0.659999252
Gastric cancer,Lung squamous cell carcinoma,0.271481054
Gastric cancer,Non small cell lung cancer,0.304051121
Gastric cancer,Non small cell lung carcinoma,0.304051121
Gastric cancer,Ovarian carcinoma,0.24904353
Gastric cancer,Cervical cancer,0.351665478
Gastric cancer,Renal cell carcinoma,0.304051121
Gastric cancer,Clear cell renal cell carcinoma,0.271481054
Gastric cancer,Cholangiocarcinoma,0.389500093
Gastric cancer,Neuroblastoma,0.304051121
Gastric cancer,Acute myeloid leukemia,0.271481054
Gastric cancer,Nasopharyngeal carcinoma,0.549999175
Gastric cancer,Esophageal squamous cell cancer,0.305555556
Gastric cancer,Esophageal squamous cell carcinoma,0.305555556
Gastric cancer,Liver cirrhosis,0.082191781
Gastric cancer,Early hepatocellular carcinoma,0.475531084
Gastric cancer,Triple negative breast cancer,0.351665478
Gastric cancer,Bladder cancer,0.421998728
Gastric cancer,Atherosclerosis,0.041172339
Gastric cancer,Ovarian cancer,0.351665478
Gastric cancer,Papillary thyroid cancer,0.304051121
Gastric cancer,Papillary thyroid carcinoma,0.304051121
Gastric cancer,Gastric carcinoma,0.833333028
Gastric cancer,Nasopharyngeal cancer,0.048648649
Gastric cancer,Nk/T cell lymphoma,0.019607843
Gastric cancer,Ischemia,0.071429946
Gastric cancer,Esophagus adenocarcinoma,0.475531084
Gastric cancer,Retinoblastoma,0.24904353
Gastric cancer,Epithelial ovarian cancer,0.304051121
Gastric cancer,Renal cell cancer,0.045
Gastric cancer,Diffuse large B cell lymphoma,0.24904353
Gastric cancer,Oral squamous cell carcinoma,0.549999175
Gastric cancer,Lymphoma,0.351665478
Gastric cancer,Hemangioma,0.173472727
Gastric cancer,Myasthenia gravis,0.036757459
Gastric cancer,Pneumonia,0.057143926
Gastric cancer,Pediatric neuroblastoma,0.304051121
Gastric cancer,Leukemia lymphoblastic acute,0.271481054
Gastric cancer,Tongue squamous cell carcinoma,0.475531084
Gastric cancer,Melanoma,0.319248128
Gastric cancer,Nonalcoholic fatty liver disease,0.053333333
Gastric cancer,Epithelial ovarian carcinoma,0.055299539
Gastric cancer,Herpes simplex keratitis,0
Gastric cancer,Dysregulated immunity,0
Gastric cancer,Pre-eclampsia,0.047619921
Gastric cancer,Chronic obstructive pulmonary disease,0.047619921
Gastric cancer,Lung adenocarcinoma,0.271481054
Gastric cancer,T-cell acute lymphoblastic leukemia,0.233510809
Gastric cancer,Chronic myeloid leukemia,0.271481054
Gastric cancer,Ovarian clear cell carcinoma,0.233510809
Gastric cancer,Primary breast cancer,0.421998728
Gastric cancer,Wilms tumor,0.351665478
Gastric cancer,Colon and rectal adenocarcinoma,0.475531084
Gastric cancer,Uveal melanoma,0.271481054
Gastric cancer,Hypopharyngeal cancer,0.549999175
Gastric cancer,Cardiac hypertrophy,0
Gastric cancer,Hepatic carcinoma,0.18556701
Gastric cancer,Cancer,0.573196756
Gastric cancer,Tuberculosis,0.071429946
Gastric cancer,Prader-willi syndrome,0.093360272
Gastric cancer,Acute promyelocytic leukemia,0.24904353
Gastric cancer,Heart failure,0.071429946
Gastric cancer,Uterine leiomyoma,0.099989966
Gastric cancer,Adenocarcinoma,0.255398362
Gastric cancer,Lung carcinoma,0.351665478
Gastric cancer,Head and neck squamous cell carcinoma,0.351665478
Gastric cancer,Psoriatic arthritis,0.128249503
Gastric cancer,B-cell lymphoma,0.271481054
Gastric cancer,Prostate carcinoma,0.304051121
Gastric cancer,Prostatic neoplasms,0.066666667
Gastric cancer,Malignant glioma,0.319248128
Gastric cancer,Epstein-barr virus infections,0
Gastric cancer,Stomach cancer,1
Gastric cancer,Urinary bladder cancer,0.421998728
Gastric cancer,Colon carcinoma,0.389500093
Gastric cancer,Gallbladder cancer,0.549999175
Gastric cancer,Liposarcoma,0.304051121
Gastric cancer,Meningioma,0.351665478
Gastric cancer,Uterine cervical neoplasm,0.351665478
Gastric cancer,Renal carcinoma,0.351665478
Gastric cancer,Lung small cell carcinoma,0.304051121
Gastric cancer,Mouth neoplasms,0.659999252
Gastric cancer,Lymphosarcoma,0.035294118
Gastric cancer,Breast neoplasms,0.172413793
Pancreatic adenocarcinoma,Pancreatic adenocarcinoma,0
Pancreatic adenocarcinoma,Liver fibrosis,0
Pancreatic adenocarcinoma,Hepatocellular carcinoma,0.193613418
Pancreatic adenocarcinoma,Osteoarthritis,0.026217688
Pancreatic adenocarcinoma,Multiple myeloma,0.163074998
Pancreatic adenocarcinoma,Prostate cancer,0.23822486
Pancreatic adenocarcinoma,Osteosarcoma,0.193613418
Pancreatic adenocarcinoma,Colorectal carcinoma,0
Pancreatic adenocarcinoma,Muscle-invasive bladder cancer,0.304051121
Pancreatic adenocarcinoma,Parkinson disease,0.032258637
Pancreatic adenocarcinoma,Breast cancer,0.304051121
Pancreatic adenocarcinoma,Pancreatic cancer,0.720502458
Pancreatic adenocarcinoma,Colon cancer,0.163074998
Pancreatic adenocarcinoma,Laryngeal cancer,0.23822486
Pancreatic adenocarcinoma,Laryngeal squamous cell carcinoma,0.193613418
Pancreatic adenocarcinoma,Glioblastoma,0.144176356
Pancreatic adenocarcinoma,Glioma,0.243677156
Pancreatic adenocarcinoma,Pancreatic ductal adenocarcinoma,0.842271159
Pancreatic adenocarcinoma,Liver cancer,0.304051121
Pancreatic adenocarcinoma,Lung squamous cell carcinoma,0.163074998
Pancreatic adenocarcinoma,Non small cell lung cancer,0.193613418
Pancreatic adenocarcinoma,Non small cell lung carcinoma,0.193613418
Pancreatic adenocarcinoma,Ovarian carcinoma,0.142026452
Pancreatic adenocarcinoma,Cervical cancer,0.23822486
Pancreatic adenocarcinoma,Renal cell carcinoma,0.193613418
Pancreatic adenocarcinoma,Clear cell renal cell carcinoma,0.163074998
Pancreatic adenocarcinoma,Cholangiocarcinoma,0.142026452
Pancreatic adenocarcinoma,Neuroblastoma,0.193613418
Pancreatic adenocarcinoma,Acute myeloid leukemia,0.163074998
Pancreatic adenocarcinoma,Nasopharyngeal carcinoma,0.23822486
Pancreatic adenocarcinoma,Esophageal squamous cell cancer,0
Pancreatic adenocarcinoma,Esophageal squamous cell carcinoma,0
Pancreatic adenocarcinoma,Liver cirrhosis,0.041172339
Pancreatic adenocarcinoma,Early hepatocellular carcinoma,0.193613418
Pancreatic adenocarcinoma,Triple negative breast cancer,0.23822486
Pancreatic adenocarcinoma,Bladder cancer,0.304051121
Pancreatic adenocarcinoma,Atherosclerosis,0.026217688
Pancreatic adenocarcinoma,Ovarian cancer,0.23822486
Pancreatic adenocarcinoma,Papillary thyroid cancer,0.302808285
Pancreatic adenocarcinoma,Papillary thyroid carcinoma,0.302808285
Pancreatic adenocarcinoma,Gastric carcinoma,0.23822486
Pancreatic adenocarcinoma,Nasopharyngeal cancer,0
Pancreatic adenocarcinoma,Nk/T cell lymphoma,0
Pancreatic adenocarcinoma,Ischemia,0.054521373
Pancreatic adenocarcinoma,Esophagus adenocarcinoma,0.193613418
Pancreatic adenocarcinoma,Retinoblastoma,0.142026452
Pancreatic adenocarcinoma,Epithelial ovarian cancer,0.193613418
Pancreatic adenocarcinoma,Renal cell cancer,0
Pancreatic adenocarcinoma,Diffuse large B cell lymphoma,0.142026452
Pancreatic adenocarcinoma,Oral squamous cell carcinoma,0.23822486
Pancreatic adenocarcinoma,Lymphoma,0.23822486
Pancreatic adenocarcinoma,Hemangioma,0.132409048
Pancreatic adenocarcinoma,Myasthenia gravis,0.025084784
Pancreatic adenocarcinoma,Pneumonia,0.041172339
Pancreatic adenocarcinoma,Pediatric neuroblastoma,0.193613418
Pancreatic adenocarcinoma,Leukemia lymphoblastic acute,0.163074998
Pancreatic adenocarcinoma,Tongue squamous cell carcinoma,0.193613418
Pancreatic adenocarcinoma,Melanoma,0.243677156
Pancreatic adenocarcinoma,Nonalcoholic fatty liver disease,0
Pancreatic adenocarcinoma,Epithelial ovarian carcinoma,0
Pancreatic adenocarcinoma,Herpes simplex keratitis,0
Pancreatic adenocarcinoma,Dysregulated immunity,0
Pancreatic adenocarcinoma,Pre-eclampsia,0.032258637
Pancreatic adenocarcinoma,Chronic obstructive pulmonary disease,0.032258637
Pancreatic adenocarcinoma,Lung adenocarcinoma,0.163074998
Pancreatic adenocarcinoma,T-cell acute lymphoblastic leukemia,0.12745019
Pancreatic adenocarcinoma,Chronic myeloid leukemia,0.163074998
Pancreatic adenocarcinoma,Ovarian clear cell carcinoma,0.12745019
Pancreatic adenocarcinoma,Primary breast cancer,0.304051121
Pancreatic adenocarcinoma,Wilms tumor,0.23822486
Pancreatic adenocarcinoma,Colon and rectal adenocarcinoma,0.193613418
Pancreatic adenocarcinoma,Uveal melanoma,0.163074998
Pancreatic adenocarcinoma,Hypopharyngeal cancer,0.23822486
Pancreatic adenocarcinoma,Cardiac hypertrophy,0
Pancreatic adenocarcinoma,Hepatic carcinoma,0
Pancreatic adenocarcinoma,Cancer,0.479833079
Pancreatic adenocarcinoma,Tuberculosis,0.054521373
Pancreatic adenocarcinoma,Prader-willi syndrome,0.07496322
Pancreatic adenocarcinoma,Acute promyelocytic leukemia,0.142026452
Pancreatic adenocarcinoma,Heart failure,0.054521373
Pancreatic adenocarcinoma,Uterine leiomyoma,0.063671527
Pancreatic adenocarcinoma,Adenocarcinoma,0.184015148
Pancreatic adenocarcinoma,Lung carcinoma,0.23822486
Pancreatic adenocarcinoma,Head and neck squamous cell carcinoma,0.23822486
Pancreatic adenocarcinoma,Psoriatic arthritis,0.107359913
Pancreatic adenocarcinoma,B-cell lymphoma,0.163074998
Pancreatic adenocarcinoma,Prostate carcinoma,0.193613418
Pancreatic adenocarcinoma,Prostatic neoplasms,0
Pancreatic adenocarcinoma,Malignant glioma,0.243677156
Pancreatic adenocarcinoma,Epstein-barr virus infections,0
Pancreatic adenocarcinoma,Stomach cancer,0.304051121
Pancreatic adenocarcinoma,Urinary bladder cancer,0.304051121
Pancreatic adenocarcinoma,Colon carcinoma,0.142026452
Pancreatic adenocarcinoma,Gallbladder cancer,0.23822486
Pancreatic adenocarcinoma,Liposarcoma,0.193613418
Pancreatic adenocarcinoma,Meningioma,0.23822486
Pancreatic adenocarcinoma,Uterine cervical neoplasm,0.23822486
Pancreatic adenocarcinoma,Renal carcinoma,0.23822486
Pancreatic adenocarcinoma,Lung small cell carcinoma,0.193613418
Pancreatic adenocarcinoma,Mouth neoplasms,0.304051121
Pancreatic adenocarcinoma,Lymphosarcoma,0
Pancreatic adenocarcinoma,Breast neoplasms,0
Liver fibrosis,Liver fibrosis,0
Liver fibrosis,Hepatocellular carcinoma,0.225
Liver fibrosis,Osteoarthritis,0
Liver fibrosis,Multiple myeloma,0
Liver fibrosis,Prostate cancer,0
Liver fibrosis,Osteosarcoma,0
Liver fibrosis,Colorectal carcinoma,0.060606061
Liver fibrosis,Muscle-invasive bladder cancer,0
Liver fibrosis,Parkinson disease,0
Liver fibrosis,Breast cancer,0
Liver fibrosis,Pancreatic cancer,0.097560976
Liver fibrosis,Colon cancer,0.066914498
Liver fibrosis,Laryngeal cancer,0
Liver fibrosis,Laryngeal squamous cell carcinoma,0
Liver fibrosis,Glioblastoma,0
Liver fibrosis,Glioma,0
Liver fibrosis,Pancreatic ductal adenocarcinoma,0.065217391
Liver fibrosis,Liver cancer,0.342857143
Liver fibrosis,Lung squamous cell carcinoma,0
Liver fibrosis,Non small cell lung cancer,0
Liver fibrosis,Non small cell lung carcinoma,0
Liver fibrosis,Ovarian carcinoma,0
Liver fibrosis,Cervical cancer,0
Liver fibrosis,Renal cell carcinoma,0
Liver fibrosis,Clear cell renal cell carcinoma,0
Liver fibrosis,Cholangiocarcinoma,0
Liver fibrosis,Neuroblastoma,0
Liver fibrosis,Acute myeloid leukemia,0
Liver fibrosis,Nasopharyngeal carcinoma,0
Liver fibrosis,Esophageal squamous cell cancer,0.054945055
Liver fibrosis,Esophageal squamous cell carcinoma,0.054945055
Liver fibrosis,Liver cirrhosis,1
Liver fibrosis,Early hepatocellular carcinoma,0.225
Liver fibrosis,Triple negative breast cancer,0
Liver fibrosis,Bladder cancer,0
Liver fibrosis,Atherosclerosis,0
Liver fibrosis,Ovarian cancer,0
Liver fibrosis,Papillary thyroid cancer,0
Liver fibrosis,Papillary thyroid carcinoma,0
Liver fibrosis,Gastric carcinoma,0
Liver fibrosis,Nasopharyngeal cancer,0
Liver fibrosis,Nk/T cell lymphoma,0
Liver fibrosis,Ischemia,0
Liver fibrosis,Esophagus adenocarcinoma,0
Liver fibrosis,Retinoblastoma,0
Liver fibrosis,Epithelial ovarian cancer,0
Liver fibrosis,Renal cell cancer,0
Liver fibrosis,Diffuse large B cell lymphoma,0
Liver fibrosis,Oral squamous cell carcinoma,0
Liver fibrosis,Lymphoma,0
Liver fibrosis,Hemangioma,0
Liver fibrosis,Myasthenia gravis,0
Liver fibrosis,Pneumonia,0
Liver fibrosis,Pediatric neuroblastoma,0
Liver fibrosis,Leukemia lymphoblastic acute,0
Liver fibrosis,Tongue squamous cell carcinoma,0
Liver fibrosis,Melanoma,0
Liver fibrosis,Nonalcoholic fatty liver disease,0.310344828
Liver fibrosis,Epithelial ovarian carcinoma,0
Liver fibrosis,Herpes simplex keratitis,0
Liver fibrosis,Dysregulated immunity,0
Liver fibrosis,Pre-eclampsia,0
Liver fibrosis,Chronic obstructive pulmonary disease,0
Liver fibrosis,Lung adenocarcinoma,0
Liver fibrosis,T-cell acute lymphoblastic leukemia,0
Liver fibrosis,Chronic myeloid leukemia,0
Liver fibrosis,Ovarian clear cell carcinoma,0
Liver fibrosis,Primary breast cancer,0
Liver fibrosis,Wilms tumor,0
Liver fibrosis,Colon and rectal adenocarcinoma,0.060606061
Liver fibrosis,Uveal melanoma,0
Liver fibrosis,Hypopharyngeal cancer,0
Liver fibrosis,Cardiac hypertrophy,0
Liver fibrosis,Hepatic carcinoma,0.225
Liver fibrosis,Cancer,0
Liver fibrosis,Tuberculosis,0
Liver fibrosis,Prader-willi syndrome,0
Liver fibrosis,Acute promyelocytic leukemia,0
Liver fibrosis,Heart failure,0
Liver fibrosis,Uterine leiomyoma,0
Liver fibrosis,Adenocarcinoma,0
Liver fibrosis,Lung carcinoma,0
Liver fibrosis,Head and neck squamous cell carcinoma,0
Liver fibrosis,Psoriatic arthritis,0
Liver fibrosis,B-cell lymphoma,0
Liver fibrosis,Prostate carcinoma,0
Liver fibrosis,Prostatic neoplasms,0
Liver fibrosis,Malignant glioma,0
Liver fibrosis,Epstein-barr virus infections,0
Liver fibrosis,Stomach cancer,0.082191781
Liver fibrosis,Urinary bladder cancer,0
Liver fibrosis,Colon carcinoma,0
Liver fibrosis,Gallbladder cancer,0.082191781
Liver fibrosis,Liposarcoma,0
Liver fibrosis,Meningioma,0
Liver fibrosis,Uterine cervical neoplasm,0
Liver fibrosis,Renal carcinoma,0
Liver fibrosis,Lung small cell carcinoma,0
Liver fibrosis,Mouth neoplasms,0
Liver fibrosis,Lymphosarcoma,0
Liver fibrosis,Breast neoplasms,0
Hepatocellular carcinoma,Hepatocellular carcinoma,0
Hepatocellular carcinoma,Osteoarthritis,0.026217688
Hepatocellular carcinoma,Multiple myeloma,0.163074998
Hepatocellular carcinoma,Prostate cancer,0.23822486
Hepatocellular carcinoma,Osteosarcoma,0.193613418
Hepatocellular carcinoma,Colorectal carcinoma,0.126760563
Hepatocellular carcinoma,Muscle-invasive bladder cancer,0.304051121
Hepatocellular carcinoma,Parkinson disease,0.032258637
Hepatocellular carcinoma,Breast cancer,0.304051121
Hepatocellular carcinoma,Pancreatic cancer,0.304051121
Hepatocellular carcinoma,Colon cancer,0.255046685
Hepatocellular carcinoma,Laryngeal cancer,0.23822486
Hepatocellular carcinoma,Laryngeal squamous cell carcinoma,0.193613418
Hepatocellular carcinoma,Glioblastoma,0.144176356
Hepatocellular carcinoma,Glioma,0.243677156
Hepatocellular carcinoma,Pancreatic ductal adenocarcinoma,0.362068966
Hepatocellular carcinoma,Liver cancer,0.720502458
Hepatocellular carcinoma,Lung squamous cell carcinoma,0.163074998
Hepatocellular carcinoma,Non small cell lung cancer,0.193613418
Hepatocellular carcinoma,Non small cell lung carcinoma,0.193613418
Hepatocellular carcinoma,Ovarian carcinoma,0.142026452
Hepatocellular carcinoma,Cervical cancer,0.23822486
Hepatocellular carcinoma,Renal cell carcinoma,0.322429907
Hepatocellular carcinoma,Clear cell renal cell carcinoma,0.322429907
Hepatocellular carcinoma,Cholangiocarcinoma,0.377245509
Hepatocellular carcinoma,Neuroblastoma,0.193613418
Hepatocellular carcinoma,Acute myeloid leukemia,0.163074998
Hepatocellular carcinoma,Nasopharyngeal carcinoma,0.372579866
Hepatocellular carcinoma,Esophageal squamous cell cancer,0.252173913
Hepatocellular carcinoma,Esophageal squamous cell carcinoma,0.252173913
Hepatocellular carcinoma,Liver cirrhosis,0.225
Hepatocellular carcinoma,Early hepatocellular carcinoma,1
Hepatocellular carcinoma,Triple negative breast cancer,0.23822486
Hepatocellular carcinoma,Bladder cancer,0.304051121
Hepatocellular carcinoma,Atherosclerosis,0.026217688
Hepatocellular carcinoma,Ovarian cancer,0.23822486
Hepatocellular carcinoma,Papillary thyroid cancer,0.262672811
Hepatocellular carcinoma,Papillary thyroid carcinoma,0.262672811
Hepatocellular carcinoma,Gastric carcinoma,0.372579866
Hepatocellular carcinoma,Nasopharyngeal cancer,0.045226131
Hepatocellular carcinoma,Nk/T cell lymphoma,0.041916168
Hepatocellular carcinoma,Ischemia,0.054521373
Hepatocellular carcinoma,Esophagus adenocarcinoma,0.302808285
Hepatocellular carcinoma,Retinoblastoma,0.142026452
Hepatocellular carcinoma,Epithelial ovarian cancer,0.233766234
Hepatocellular carcinoma,Renal cell cancer,0.322429907
Hepatocellular carcinoma,Diffuse large B cell lymphoma,0.142026452
Hepatocellular carcinoma,Oral squamous cell carcinoma,0.372579866
Hepatocellular carcinoma,Lymphoma,0.23822486
Hepatocellular carcinoma,Hemangioma,0.132409048
Hepatocellular carcinoma,Myasthenia gravis,0.025084784
Hepatocellular carcinoma,Pneumonia,0.041172339
Hepatocellular carcinoma,Pediatric neuroblastoma,0.193613418
Hepatocellular carcinoma,Leukemia lymphoblastic acute,0.163074998
Hepatocellular carcinoma,Tongue squamous cell carcinoma,0.302808285
Hepatocellular carcinoma,Melanoma,0.243677156
Hepatocellular carcinoma,Nonalcoholic fatty liver disease,0.146341463
Hepatocellular carcinoma,Epithelial ovarian carcinoma,0.233766234
Hepatocellular carcinoma,Herpes simplex keratitis,0
Hepatocellular carcinoma,Dysregulated immunity,0
Hepatocellular carcinoma,Pre-eclampsia,0.032258637
Hepatocellular carcinoma,Chronic obstructive pulmonary disease,0.032258637
Hepatocellular carcinoma,Lung adenocarcinoma,0.350253807
Hepatocellular carcinoma,T-cell acute lymphoblastic leukemia,0.12745019
Hepatocellular carcinoma,Chronic myeloid leukemia,0.163074998
Hepatocellular carcinoma,Ovarian clear cell carcinoma,0.12745019
Hepatocellular carcinoma,Primary breast cancer,0.304051121
Hepatocellular carcinoma,Wilms tumor,0.23822486
Hepatocellular carcinoma,Colon and rectal adenocarcinoma,0.302808285
Hepatocellular carcinoma,Uveal melanoma,0.163074998
Hepatocellular carcinoma,Hypopharyngeal cancer,0.372579866
Hepatocellular carcinoma,Cardiac hypertrophy,0
Hepatocellular carcinoma,Hepatic carcinoma,1
Hepatocellular carcinoma,Cancer,0.479833079
Hepatocellular carcinoma,Tuberculosis,0.054521373
Hepatocellular carcinoma,Prader-willi syndrome,0.07496322
Hepatocellular carcinoma,Acute promyelocytic leukemia,0.142026452
Hepatocellular carcinoma,Heart failure,0.054521373
Hepatocellular carcinoma,Uterine leiomyoma,0.063671527
Hepatocellular carcinoma,Adenocarcinoma,0.56626506
Hepatocellular carcinoma,Lung carcinoma,0.23822486
Hepatocellular carcinoma,Head and neck squamous cell carcinoma,0.23822486
Hepatocellular carcinoma,Psoriatic arthritis,0.107359913
Hepatocellular carcinoma,B-cell lymphoma,0.163074998
Hepatocellular carcinoma,Prostate carcinoma,0.193613418
Hepatocellular carcinoma,Prostatic neoplasms,0.06185567
Hepatocellular carcinoma,Malignant glioma,0.243677156
Hepatocellular carcinoma,Epstein-barr virus infections,0
Hepatocellular carcinoma,Stomach cancer,0.475531084
Hepatocellular carcinoma,Urinary bladder cancer,0.304051121
Hepatocellular carcinoma,Colon carcinoma,0.222127095
Hepatocellular carcinoma,Gallbladder cancer,0.372579866
Hepatocellular carcinoma,Liposarcoma,0.193613418
Hepatocellular carcinoma,Meningioma,0.23822486
Hepatocellular carcinoma,Uterine cervical neoplasm,0.23822486
Hepatocellular carcinoma,Renal carcinoma,0.23822486
Hepatocellular carcinoma,Lung small cell carcinoma,0.193613418
Hepatocellular carcinoma,Mouth neoplasms,0.475531084
Hepatocellular carcinoma,Lymphosarcoma,0.086956522
Hepatocellular carcinoma,Breast neoplasms,0.159574468
Osteoarthritis,Osteoarthritis,0
Osteoarthritis,Multiple myeloma,0.022082402
Osteoarthritis,Prostate cancer,0.032258637
Osteoarthritis,Osteosarcoma,0.026217688
Osteoarthritis,Colorectal carcinoma,0
Osteoarthritis,Muscle-invasive bladder cancer,0.041172339
Osteoarthritis,Parkinson disease,0.078342404
Osteoarthritis,Breast cancer,0.041172339
Osteoarthritis,Pancreatic cancer,0.041172339
Osteoarthritis,Colon cancer,0.022082402
Osteoarthritis,Laryngeal cancer,0.032258637
Osteoarthritis,Laryngeal squamous cell carcinoma,0.026217688
Osteoarthritis,Glioblastoma,0.032258637
Osteoarthritis,Glioma,0.054521373
Osteoarthritis,Pancreatic ductal adenocarcinoma,0.022082402
Osteoarthritis,Liver cancer,0.041172339
Osteoarthritis,Lung squamous cell carcinoma,0.022082402
Osteoarthritis,Non small cell lung cancer,0.026217688
Osteoarthritis,Non small cell lung carcinoma,0.026217688
Osteoarthritis,Ovarian carcinoma,0.019232165
Osteoarthritis,Cervical cancer,0.032258637
Osteoarthritis,Renal cell carcinoma,0.026217688
Osteoarthritis,Clear cell renal cell carcinoma,0.022082402
Osteoarthritis,Cholangiocarcinoma,0.019232165
Osteoarthritis,Neuroblastoma,0.026217688
Osteoarthritis,Acute myeloid leukemia,0.022082402
Osteoarthritis,Nasopharyngeal carcinoma,0.032258637
Osteoarthritis,Esophageal squamous cell cancer,0
Osteoarthritis,Esophageal squamous cell carcinoma,0
Osteoarthritis,Liver cirrhosis,0.099989966
Osteoarthritis,Early hepatocellular carcinoma,0.026217688
Osteoarthritis,Triple negative breast cancer,0.032258637
Osteoarthritis,Bladder cancer,0.041172339
Osteoarthritis,Atherosclerosis,0.063671527
Osteoarthritis,Ovarian cancer,0.032258637
Osteoarthritis,Papillary thyroid cancer,0.026217688
Osteoarthritis,Papillary thyroid carcinoma,0.026217688
Osteoarthritis,Gastric carcinoma,0.032258637
Osteoarthritis,Nasopharyngeal cancer,0
Osteoarthritis,Nk/T cell lymphoma,0
Osteoarthritis,Ischemia,0.132409048
Osteoarthritis,Esophagus adenocarcinoma,0.026217688
Osteoarthritis,Retinoblastoma,0.019232165
Osteoarthritis,Epithelial ovarian cancer,0.026217688
Osteoarthritis,Renal cell cancer,0
Osteoarthritis,Diffuse large B cell lymphoma,0.019232165
Osteoarthritis,Oral squamous cell carcinoma,0.032258637
Osteoarthritis,Lymphoma,0.032258637
Osteoarthritis,Hemangioma,0.054521373
Osteoarthritis,Myasthenia gravis,0.06092019
Osteoarthritis,Pneumonia,0.099989966
Osteoarthritis,Pediatric neuroblastoma,0.026217688
Osteoarthritis,Leukemia lymphoblastic acute,0.022082402
Osteoarthritis,Tongue squamous cell carcinoma,0.026217688
Osteoarthritis,Melanoma,0.054521373
Osteoarthritis,Nonalcoholic fatty liver disease,0
Osteoarthritis,Epithelial ovarian carcinoma,0
Osteoarthritis,Herpes simplex keratitis,0
Osteoarthritis,Dysregulated immunity,0
Osteoarthritis,Pre-eclampsia,0.078342404
Osteoarthritis,Chronic obstructive pulmonary disease,0.078342404
Osteoarthritis,Lung adenocarcinoma,0.022082402
Osteoarthritis,T-cell acute lymphoblastic leukemia,0.017258356
Osteoarthritis,Chronic myeloid leukemia,0.022082402
Osteoarthritis,Ovarian clear cell carcinoma,0.017258356
Osteoarthritis,Primary breast cancer,0.041172339
Osteoarthritis,Wilms tumor,0.032258637
